,Name,Society,Award,Year,Location,Data Source,Gender,pred_gender
730,"John Thornbury, MD ",Society for Abdominal Radiology,SAR Member Hall of Fame,2016,,https://obits.mlive.com/obituaries/annarbor/obituary.aspx?n=john-r-thornbury&pid=186040810&fhid=6480,1,male
731,"Paul Van Waes, MD ",Society for Abdominal Radiology,SAR Member Hall of Fame,2016,,,,male
732,"Philip Weyman, MD ",Society for Abdominal Radiology,SAR Member Hall of Fame,2016,,https://www.healthgrades.com/physician/dr-philip-weyman-yrcjp,1,unknown
733,Hal Anger,Society of Nuclear Medicine & Molecular Imaging,Cassen Award,1994,,https://tech.snmjournals.org/content/33/4/250,1,male
734,"David Kuhl, MD",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,1996,,https://pubs.rsna.org/doi/full/10.1148/radiol.2017174024,1,male
735,"Henry N. Wagner, Jr, MD",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,1998,,https://professorships.jhu.edu/professorship/henry-n-wagner-jr-m-d-professorship-in-nuclear-medicine/,1,male
736,"Gerald DeNardo, MD",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,2000,,https://www.sharecare.com/doctor/dr-gerald-denardo-xh7d9,1,unknown
737,"Sally DeNardo, MD",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,2000,,https://www.doximity.com/pub/sally-denardo-md,2,male
738,"Michael E. Phelps, PhD",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,2002,,https://jnm.snmjournals.org/content/60/4/439/tab-figures-data,1,male
739,"Michael Welch, PhD",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,2004,,https://source.wustl.edu/2012/05/welch-professor-of-radiology-72/,1,male
740,"Alexander Gottschalk, MD",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,2006,,https://www.ucsfhealth.org/providers/dr-alexander-gottschalk,1,male
741,"Mathew L. Thakur, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,2008,,https://sites.google.com/site/mathewthakur/home,1,unknown
742,"Sung-Cheng (Henry) Huang, DSc",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,2010,,https://www.pharmacology.ucla.edu/people/henry-sung-cheng-huang-d-sc/,1,male
743,"Abass Alavi, MD",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,2012,,https://www.pennmedicine.org/providers/profile/abass-alavi,1,male
744,"Barry Siegel, MD",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,2014,,https://siteman.wustl.edu/doctor/siegel-barry-md/,1,male
745,"H. William Strauss, MD",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,2016,,https://serene-llc.com/team/h-william-strauss-md/,1,male
746,"Sanjiv Sam Gambhir, MD, PhD",Society of Nuclear Medicine & Molecular Imaging,Cassen Award,2018,,https://cancerres.aacrjournals.org/content/80/20/4305,1,unknown
747,Ernest O. Lawrence,Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1960,,https://www.nobelprize.org/prizes/physics/1939/lawrence/biographical/,1,male
748,Joseph Hamilton ,Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1962,,https://en.wikipedia.org/wiki/Joseph_Gilbert_Hamilton,1,male
749,Bertram Low-Beer,Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1962,,https://pubs.rsna.org/doi/10.1148/66.2.284,1,unknown
750,"Enrico Fermi, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1963,,https://en.wikipedia.org/wiki/Enrico_Fermi,1,male
751,Lord Rutherford of Nelson,Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1964,,https://en.wikipedia.org/wiki/Ernest_Rutherford,1,male
752,"Geoacchino Failla, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1965,,,,unknown
753,"Otto Hahn, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1966,,https://en.wikipedia.org/wiki/Otto_Hahn,1,male
754,"Gilbert N. Lewis, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1967,,"https://en.wikipedia.org/wiki/Gilbert_N._Lewis#:~:text=After%20receiving%20his%20PhD%20in,the%20rest%20of%20his%20life.",1,unknown
755,Pioneers of the 1930’s,Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1968,,,,unknown
756,"Herrman Blumgart, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1969,,https://litfl.com/herrman-blumgart/,1,unknown
757,"John J. Lawrence, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1970,,https://en.wikipedia.org/wiki/John_H._Lawrence,1,male
758,"Glenn T. Seaborg, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1971,,"https://www.nobelprize.org/prizes/chemistry/1951/seaborg/biographical/#:~:text=He%20entered%20the%20University%20of,California%2C%20Berkeley%2C%20in%201937.&text=In%201958%2C%20he%20was%20appointed,University%20of%20California%20at%20Berkeley.",1,male
759,Frederick Currie,Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1972,,"https://en.wikipedia.org/wiki/Sir_Frederick_Currie,_1st_Baronet",1,unknown
760,Irene Joiliot Curie,Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1972,,https://en.wikipedia.org/wiki/Ir%C3%A8ne_Joliot-Curie,2,male
761,"Lise Meitner, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1973,,"https://www.famousscientists.org/lise-meitner/#:~:text=In%20December%201905%2C%20Meitner%20passed,she%20was%20awarded%20her%20doctorate.",2,female
762,Hal O. Anger William,Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1974,,https://en.wikipedia.org/wiki/Hal_Anger,1,male
763,"George V. Taplin, M.D",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1975,,https://jnm.snmjournals.org/content/jnumed/21/2/174.full.pdf,1,male
764,"David E. Kuhl, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1976,,https://en.wikipedia.org/wiki/David_E._Kuhl,1,male
765,Those who took part in the “Chicago Pile” experience (1942),Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1977,,,,unknown
766,"Benedict Cassen, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1978,,http://texts.cdlib.org/view?docId=hb9t1nb5rm&doc.view=frames&chunk.id=div00013&toc.depth=1&toc.id=,1,unknown
767,"George Charles de Hevesy, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1979,,"https://www.snmmi.org/AboutSNMMI/Content.aspx?ItemNumber=33878#:~:text=George%20Charles%20de%20Hevesy%20Nuclear%20Pioneer%20Awardees&text=De%20Hevesy%20received%20the%201943,compounds%20in%20the%20human%20body.",1,male
768,"Merrill Bender, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1980,,https://jnm.snmjournals.org/content/jnumed/45/6/30N.full.pdf,1,unknown
769,"Monte Blau, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1980,,https://jnm.snmjournals.org/content/60/7/11N,1,unknown
770,"William G. Myers, Ph.D., M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1981,,https://library.osu.edu/site/mhcb/2012/09/04/william-g-myers-md-phd/,1,male
771,"William H. Beierwaltes, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1982,,https://en.wikipedia.org/wiki/William_Henry_Beierwaltes,1,male
772,"Henry N. Wagner, Jr., M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1984,,https://professorships.jhu.edu/professorship/henry-n-wagner-jr-m-d-professorship-in-nuclear-medicine/,1,male
773,"Michel M. Ter-Pergossian, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1985,,https://en.wikipedia.org/wiki/Michel_Ter-Pogossian,1,unknown
774,"Solomon A. Berson, M.D. ",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1986,,https://en.wikipedia.org/wiki/Solomon_Berson,1,unknown
775,"William G. Myers, M.D., Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1986,,https://library.osu.edu/site/mhcb/2012/09/04/william-g-myers-md-phd/,1,male
776,"Eugene L. Saenger, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1987,,https://hps.org/aboutthesociety/people/inmemoriam/EugeneSaenger.html,1,unknown
777,"Louis Sokoloff, M.D., ",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1988,,https://profiles.nlm.nih.gov/spotlight/nl/feature/biographical-overview,1,unknown
778,"Seymour S. Kety, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1988,,https://jamanetwork.com/journals/jamapsychiatry/fullarticle/481791,1,unknown
779,"John G. McAfee, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1989,,https://pubs.rsna.org/doi/abs/10.1148/radiol.2492082535?journalCode=radiology,1,male
780,"Niels A. Lassen, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1990,,https://en.wikipedia.org/wiki/Niels_A._Lassen,1,unknown
781,"Alfred P. Wolf, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1991,,https://en.wikipedia.org/wiki/Alfred_P._Wolf,1,male
782,"Michael J. Welch, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1992,,http://www.snmmi.org/Membership/Content.aspx?ItemNumber=9920&navItemNumber=10553,1,male
783,"C. Craig Harris, M.S.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1993,,https://jnm.snmjournals.org/content/48/10/18N,1,unknown
784,"Paul Harper, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1994,,https://jnm.snmjournals.org/content/jnumed/46/10/19N.full.pdf,1,male
785,"Frederick J. Bonte, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://pubs.rsna.org/doi/full/10.1148/radiol.2017174033,1,unknown
786,"Paul V. Harper, M.D",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://jnm.snmjournals.org/content/jnumed/46/10/19N.full.pdf,1,male
787,"Tyra T. Hutchens, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://www.captodayonline.com/tyra-t-hutchens-md-1921-2016/,1,unknown
788,"Ralph M. Kniseley, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://www.oakridger.com/news/20170304/dr-ralph-marion-kniseley,1,unknown
789,"David E. Kuhl, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://en.wikipedia.org/wiki/David_E._Kuhl,1,male
790,"Richard E. Peterson, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://gayandciha.com/tribute/details/1095/Richard-Peterson/obituary.html,1,female
791,"Joseph F. Ross, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://www.hematology.org/about/history/legends/joseph-ross-bio,1,male
792,"W. Newlon Tauxe, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://jnm.snmjournals.org/content/53/12/13N,1,unknown
793,"Henry N. Wagner, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://pubs.rsna.org/doi/10.1148/radiol.13134020,1,male
794,"Merril Bender, M.D.*",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://jnm.snmjournals.org/content/jnumed/45/6/30N.full.pdf,1,unknown
795,"Richard King, M.D",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://pubs.rsna.org/doi/abs/10.1148/radiology.185.2.618-b,1,female
796,"Joseph Kriss, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://link.springer.com/article/10.1007/s12350-018-1403-8,1,male
797,"Thomas F. Budinger, M.D., Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1996,,http://thomasbudinger.lbl.gov/,1,male
798,"William C. Eckelman, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1997,,"https://link.springer.com/article/10.1007/s12350-018-1351-3#:~:text=Eckelman%2C%20PhD%20(born%201941),-Frans%20J.&text=During%20his%20research%20career%20as,the%20blood%20pool%20and%20kidneys.",1,male
799,"Nagara Tamaki, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1998,,,,unknown
800,"Heinrich R. Schelbert, M.D., Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1998,,https://www.pharmacology.ucla.edu/people/heinrich-r-schelbert-m-d-ph-d/,1,unknown
801,"S. James Adelstein, M.D., Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1999,,"http://thevalleefoundation.org/about/people/governance/s-james-adelstein-md-phd#:~:text=S%20James%20Adelstein%2C%20Past%20President,at%20the%20Johns%20Hopkins%20Hospital.",1,male
802,"Mathew L. Thakur, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2000,,https://sites.google.com/site/mathewthakur/home,1,unknown
803,"Gerd Muehllehner, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2001,,https://www.med.upenn.edu/endowedprofessorships/gerd-muehllehner-professorship-of-radiology.html,1,unknown
804,"H. William Strauss, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2002,,https://serene-llc.com/team/h-william-strauss-md/,1,male
805,"Barry A. Siegel, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2003,,https://siteman.wustl.edu/doctor/siegel-barry-md/,1,male
806,"Abass Alavi, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2004,,https://siteman.wustl.edu/doctor/siegel-barry-md/,1,male
807,"Steven M. Larson, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2005,,https://www.mskcc.org/cancer-care/doctors/steven-larson,1,unknown
808,"Walter Wolf, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2006,,https://www.aacr.org/professionals/membership/in-memoriam/wolf-walter-obituary/,1,unknown
809,"R. Edward Coleman, MD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2007,,https://pubs.rsna.org/doi/full/10.1148/radiol.12124046,1,male
810,"Peter J. Ell, MD, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2008,,,,male
811,"Alun G. Jones, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2009,,https://www.legacy.com/obituaries/bostonglobe/obituary.aspx?n=alun-g-jones&pid=160602587,1,male
812,"Michael J. Abrams, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2009,,https://www.eurekalert.org/pub_releases/2009-06/sonm-sho061409.php,1,male
813,"Alan Davison, PhD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2009,,https://en.wikipedia.org/wiki/Alan_Davison,1,male
814,"Bengt R. Langstrom, PhD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2010,,https://static1.squarespace.com/static/567ef3dae0327cd48ad382e2/t/568025b3816924eab5fc546b/1317224170095/Tachibana.Lngstrm.NLSR10.pdf,1,male
815,"Sanjiv Sam Gambhir, PhD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2011,,https://cancerres.aacrjournals.org/content/80/20/4305,1,unknown
816,"Daniel S. Berman, MD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2012,,https://bio.cedars-sinai.org/bermand/index.html,1,unknown
